,day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
4,3,2020,1,15,15/01/2020,43.9,38.3,1019.4,8.2,5.4,14,15,51.1,35.1,0.02,999.9,1,505
8,7,2020,1,26,26/01/2020,44.3,40.7,1006.4,6.5,13,19,28,51.1,36,0.44,999.9,1,395
9,4,2020,1,2,02/01/2020,39.6,28.9,1011.8,10,13,19,26,46,33.1,0.01,999.9,0,409
10,3,2020,1,1,01/01/2020,40.3,29.9,1003,10,11.4,20,26,52,36,0.01,999.9,1,336
11,1,2020,1,20,20/01/2020,28.1,16.1,1015.1,10,15.7,20,27,46.9,21.9,0.04,999.9,0,389
12,6,2020,1,25,25/01/2020,43.1,39.6,1023.5,9,12.3,20,28.9,48.9,28,0,999.9,1,383
13,6,2020,1,11,11/01/2020,49.4,46.1,1028.6,6.7,13.8,21,27,53.1,46.9,0,999.9,1,438
14,4,2020,1,9,09/01/2020,29.5,10.8,1030.7,10,15.3,22,35,42.1,24.1,0.34,999.9,0,517
15,7,2020,1,19,19/01/2020,41.2,35.8,1004.9,7.5,14.4,22,27,46.9,19,0.21,999.9,1,360
16,7,2020,1,12,12/01/2020,52,49.4,1017.2,2.9,19,26,36.9,55.9,44.6,0,999.9,1,387
17,7,2020,1,5,05/01/2020,40.1,33.8,1001.6,7.1,17,27,38.1,48.9,36,0.38,999.9,1,286
35,7,2016,1,17,17/01/2016,40.2,32.3,1007.3,9.2,7.7,12,18.1,51.1,36,0.77,999.9,0,451
37,4,2014,1,9,09/01/2014,23.5,8.3,1034.2,10,7.9,12,20,28.9,12,0,999.9,0,561
43,7,2019,1,13,13/01/2019,26,12.8,1030.5,10,8,13,15.9,30.9,18,0,999.9,0,374
45,3,2015,1,14,14/01/2015,32.1,24,1031.2,8,9.6,13,22.9,37,26.1,0.15,999.9,0,506
48,6,2019,1,19,19/01/2019,34.5,29.7,1022,9.8,6.9,13,21,39.9,30.9,0.07,999.9,0,479
50,4,2015,1,29,29/01/2015,29.2,20.9,1022.9,10,8.5,13,20,36,19,0,999.9,0,519
54,7,2015,1,11,11/01/2015,27.1,12.1,1035.5,10,8.8,13,17.1,37,19.9,0,999.9,0,341
55,6,2013,1,12,12/01/2013,42.7,41.5,1022.6,7.1,7.9,13,20,46.4,39.2,0.17,999.9,0,475
59,4,2013,1,17,17/01/2013,39.4,34.6,1014.2,8.6,8.6,14,20,41,37,0.47,999.9,1,491
60,1,2015,1,12,12/01/2015,40.9,35.6,1028.3,7.7,6.3,14,29.9,52,21,0,999.9,1,580
61,3,2019,1,2,02/01/2019,35,23.4,1022.9,10,10.3,14,24.1,55,28,0.61,999.9,0,502
62,4,2017,1,19,19/01/2017,40.7,36.9,1014.4,7.4,7.6,14,22,45,37,0.1,999.9,0,610
64,2,2017,1,17,17/01/2017,40,30.9,1023.1,9.6,8.4,14,21,44.1,37,0,999.9,0,657
66,1,2013,1,28,28/01/2013,27.3,10.8,1028.9,8.8,7.4,14,20,32,21.9,0,999.9,0,507
67,2,2014,1,14,14/01/2014,45.5,43.2,1012.5,5.2,11.8,15,22,48,28.9,0,999.9,1,559
68,5,2014,1,31,31/01/2014,33.7,26.7,1020.9,9.9,9.1,15,19,37.4,28.9,0,999.9,0,560
69,7,2017,1,29,29/01/2017,38,26.4,1005.7,9.9,10.2,15,22,43,34,0,999.9,0,428
70,4,2018,1,18,18/01/2018,32.4,29.5,1013.5,8.4,10.2,15,19,41,28.9,0.04,999.9,0,634
71,5,2018,1,19,19/01/2018,28.9,21.4,1014.3,10,10.5,15,21,34,24.1,0,999.9,0,599
72,1,2017,1,30,30/01/2017,34,23.1,1006.1,9.7,6.5,15,22,43,24.1,0,999.9,0,545
73,7,2017,1,22,22/01/2017,43.2,40.4,1008.1,4.5,8.4,15,21,53.1,39,0,999.9,1,411
76,7,2013,1,6,06/01/2013,35.7,31.3,1019.7,9.8,5.9,15,20,44.1,23,0.01,999.9,0,393
77,1,2017,1,16,16/01/2017,31.6,20.7,1029,10,6.2,15,18.1,43,21,0,999.9,0,477
79,6,2016,1,30,30/01/2016,37.8,27.3,1011,10,11.6,15,22.9,45,34,0,999.9,0,596
80,1,2013,1,14,14/01/2013,47.2,47.1,1017.5,1.3,8.2,15.9,21,51.8,44.6,0,999.9,1,542
81,4,2014,1,30,30/01/2014,22,5.8,1027.2,10,8.1,15.9,24.1,27,12.9,0.01,999.9,0,657
84,6,2016,1,9,09/01/2016,45.9,38.6,1022.7,10,9.3,15.9,21,50,30.9,0,999.9,0,554
85,6,2019,1,26,26/01/2019,30.5,15.4,1022.6,10,7.9,15.9,21,37.9,21,0,999.9,0,533
86,3,2013,1,2,02/01/2013,27.5,12.1,1013.4,10,12.4,15.9,25.1,33.1,21.9,0,999.9,0,480
87,3,2014,1,15,15/01/2014,41.1,38.4,1013.3,6.5,6,15.9,24.1,48.9,32,0.62,999.9,0,583
88,6,2013,1,26,26/01/2013,24.4,16.6,1016.4,8.6,10.5,15.9,19,28,21.9,0,999.9,0,558
89,5,2014,1,24,24/01/2014,14.8,-0.5,1022.4,10,11.8,15.9,22.9,23,9,0,999.9,0,705
90,1,2013,1,7,07/01/2013,35.9,31,1020.5,8.8,8.5,17.1,22,42.1,28,0.01,999.9,0,521
92,7,2018,1,14,14/01/2018,27,21.7,1028.8,10,14.5,17.1,25.1,30.9,24.8,0.01,999.9,0,494
93,2,2013,1,8,08/01/2013,39.8,34.1,1028.8,9.8,10.4,17.1,25.1,48,25,0,999.9,0,513
94,3,2020,1,29,29/01/2020,35.3,22.5,1013.1,10,12.9,17.1,22.9,43,30,0,999.9,0,491
95,4,2019,1,17,17/01/2019,29.4,15,1024.6,10,11.2,17.1,25.1,43,19,0,999.9,0,586
96,5,2016,1,1,01/01/2016,41.2,28,1015.1,9.8,10.2,17.1,24.1,44.1,37.4,0.43,999.9,0,393
97,1,2014,1,27,27/01/2014,38.8,32.3,1008,8.8,12.3,17.1,22.9,45,21,0,999.9,0,511
98,5,2020,1,10,10/01/2020,39.7,32.2,1036.6,9.3,11.3,17.1,24.1,50,21,0,999.9,0,520
100,4,2015,1,15,15/01/2015,35.8,33.6,1015.5,2.8,14.1,17.1,24.1,37.9,28,0.03,999.9,0,548
101,7,2016,1,31,31/01/2016,45,39,1014.8,8.6,12.5,17.1,24.1,50,34,0,999.9,0,532
103,6,2015,1,10,10/01/2015,26.9,10,1025,10,10.2,17.1,22,30,21.9,0,999.9,0,481
104,3,2014,1,8,08/01/2014,18.2,5,1028.1,10,12,17.1,26,34,12,0,999.9,0,616
105,6,2020,1,18,18/01/2020,23.5,14.3,1032.4,9.6,8.4,17.1,29.9,33.1,19,0,999.9,1,773
106,4,2018,1,25,25/01/2018,28,12.4,1021.1,10,13.2,17.1,24.1,44.1,23,0,999.9,0,602
107,6,2015,1,3,03/01/2015,34.5,19.8,1033.9,9.5,11.1,17.1,26,45,30,0,999.9,0,456
108,6,2017,1,21,21/01/2017,42.3,37.5,1011.3,6.7,7.5,17.1,20,46,37,0,999.9,1,475
109,2,2020,1,28,28/01/2020,39.4,28.8,1005.1,10,9.8,17.1,21,45,36,0,999.9,0,404
110,2,2014,1,28,28/01/2014,22.2,-1.3,1020.6,10,10.7,17.1,25.1,45,17.1,0,999.9,0,504
111,5,2019,1,11,11/01/2019,28.6,13.4,1013.9,10,14.2,18.1,26,37,26.1,0,999.9,0,644
112,4,2013,1,3,03/01/2013,21.8,7.8,1018.1,10,9.8,18.1,24.1,28.9,16,0,999.9,0,549
113,1,2020,1,27,27/01/2020,40.1,33.8,1004.3,10,10.5,18.1,24.1,51.1,36,0.01,999.9,0,451
114,7,2014,1,5,05/01/2014,37.8,33.5,1026,9,8.6,18.1,25.1,42.1,27,0,999.9,0,320
115,1,2018,1,1,01/01/2018,9.5,-0.5,1022.2,10,15,18.1,25.1,21,5,0,999.9,0,454
116,7,2017,1,1,01/01/2017,44.4,33.6,1017.4,9,13.4,18.1,27,48,39,0.03,999.9,0,485
117,5,2019,1,4,04/01/2019,39,30.2,1014.4,9.8,9.9,18.1,26,46.9,30.9,0.01,999.9,0,598
119,6,2018,1,27,27/01/2018,36.8,30.7,1034.3,10,12.2,18.1,24.1,46,17.1,0,999.9,0,510
120,3,2018,1,31,31/01/2018,25,14.8,1019.2,10,13.1,18.1,25.1,37,19.9,0.18,999.9,0,596
121,6,2017,1,14,14/01/2017,29.8,13.4,1035.9,10,10.2,18.1,25.1,50,25,0,999.9,0,495
122,1,2017,1,9,09/01/2017,18.3,5.7,1035.5,10,11,18.1,22.9,28,15.1,0,999.9,0,669
123,4,2017,1,26,26/01/2017,44.3,39.9,997.4,9,9.7,18.1,24.1,50,37.9,0.02,999.9,0,563
124,3,2013,1,30,30/01/2013,45.1,44,1013.9,4.4,12.4,19,25.1,48.2,37,0.03,999.9,1,497
125,7,2017,1,15,15/01/2017,33.6,24.8,1025.3,9,10.8,19,22.9,36,25,0.01,999.9,0,490
126,3,2017,1,18,18/01/2017,41.6,38.5,1015.9,4.5,13.8,19,24.1,44.1,36,0.26,999.9,0,549
128,3,2019,1,16,16/01/2019,31.3,23.1,1017.3,9.8,9.1,19,26,43,19,0,999.9,0,579
129,5,2015,1,2,02/01/2015,40.4,21.5,1018.3,10,13.1,19,31.1,45,28,0,999.9,0,442
130,4,2019,1,3,03/01/2019,39.4,32.9,1015.6,9.5,9.2,19,24.1,46.9,28,0,999.9,0,504
131,4,2014,1,23,23/01/2014,16.5,5.1,1014.4,9.7,11.1,19,24.1,28.9,9,0,999.9,0,612
132,6,2019,1,12,12/01/2019,23.1,3.7,1029,10,12.9,19,28,32,18,0,999.9,0,520
133,4,2019,1,10,10/01/2019,34.9,21.2,998.6,9.7,14.7,19,32.1,46.9,32,0.01,999.9,0,580
134,7,2018,1,7,07/01/2018,9.3,-0.5,1028.3,10,12.7,19,27,19.9,1.9,0,999.9,0,476
135,2,2018,1,16,16/01/2018,32.3,28.9,1032,8.2,8.8,19,26,37.9,28,0,999.9,0,617
136,6,2016,1,2,02/01/2016,37.7,22.9,1014.3,10,12.5,19,25.1,44.1,34,0.03,999.9,0,422
137,2,2017,1,31,31/01/2017,28.1,14.6,1013.1,8.2,9.8,19,28,39.9,21.9,0,999.9,1,571
138,6,2014,1,18,18/01/2014,38.8,35.8,1009.2,8.7,7.9,19,28,44.1,28,0,999.9,0,448
139,1,2019,1,28,28/01/2019,35.7,27.3,1016,9.8,11.3,19,26,44.1,28.9,0,999.9,0,565
140,4,2017,1,12,12/01/2017,47.8,45.5,1021.7,5.4,12.6,19,24.1,53.1,42.1,0.42,999.9,0,646
141,5,2018,1,12,12/01/2018,43.7,43.7,1021.7,5.6,13.4,19,27,48,30.9,0,999.9,1,704
142,1,2013,1,21,21/01/2013,31.2,16,1015.5,9.2,10.1,20,26,45,27,0,999.9,0,355
143,7,2013,1,20,20/01/2013,46.3,41.2,1010,7,14.9,20,26,50,43,0,999.9,0,393
144,2,2013,1,22,22/01/2013,26.3,18.1,1011.1,6.5,10.8,20,26,32,19.9,0.14,999.9,1,544
145,5,2016,1,8,08/01/2016,41.3,33.1,1022.3,9.9,11.8,20,28,48,30.9,0,999.9,0,602
146,3,2018,1,24,24/01/2018,41.1,36.1,1008.5,8.8,13.9,20,28.9,51.1,34,0.68,999.9,1,615
147,6,2013,1,5,05/01/2013,37.3,24.5,1017.3,10,13.2,20,28,42.1,30.9,0,999.9,0,389
148,2,2015,1,20,20/01/2015,35.7,23.4,1009.5,10,13.1,20,26,44.1,33.1,0.03,999.9,0,500
150,1,2014,1,6,06/01/2014,46.3,45.1,1007,2.5,14.8,20,26,52,41,0.04,999.9,1,518
151,4,2016,1,14,14/01/2016,28.9,14.7,1013.1,8.1,11.4,20,27,37.9,27,0.01,999.9,0,597
152,4,2016,1,21,21/01/2016,30.9,10.8,1015.8,10,14.5,20,27,37,25,0,999.9,0,666
153,2,2018,1,2,02/01/2018,14.7,2,1024.9,10,12.9,20,31.1,18,5,0,999.9,0,654
154,7,2019,1,6,06/01/2019,39.7,34,1007.1,9.6,13.1,20,28.9,46.9,34,0.86,999.9,0,376
155,1,2018,1,15,15/01/2018,31.6,24.5,1034.9,9.1,15.4,20,25.1,37.9,25,0,999.9,0,523
156,2,2017,1,3,03/01/2017,44.3,40.7,1020.7,5.4,15.2,21,31.1,48.9,42.1,0.11,999.9,0,659
157,4,2013,1,10,10/01/2013,43.5,30.4,1024,9.9,14.7,21,32.1,48,36,0,999.9,0,555
158,3,2013,1,23,23/01/2013,16.2,-1.1,1018.6,10,15.6,21,28.9,21.9,12.9,0.01,999.9,0,545
160,2,2018,1,9,09/01/2018,38.3,32.3,1016.8,9.3,14.6,21,28,43,30.9,0.01,999.9,0,684
161,3,2017,1,4,04/01/2017,46.5,43.7,996.4,6.2,13.6,21,28,53.1,42.1,0.87,999.9,1,590
162,3,2014,1,1,01/01/2014,28.2,10.4,1025.6,10,11.3,21,28.9,32,25,0,999.9,0,399
163,6,2014,1,4,04/01/2014,18.8,10.9,1030.5,9.3,12.1,21,26,35.1,8.1,0.01,999.9,0,418
164,2,2015,1,6,06/01/2015,20.8,5.2,1025.2,8.8,10.3,21,31.1,28,19,0,999.9,0,777
165,1,2019,1,14,14/01/2019,32.8,22.5,1021.6,10,15.3,21,26,35.1,19.9,0,999.9,0,703
166,6,2015,1,17,17/01/2015,20.2,1.9,1023.6,10,13.3,21,31.1,39.9,15.1,0,999.9,0,495
167,3,2013,1,16,16/01/2013,41.6,40,1018.3,7,8.8,21,27,45,39.2,0.35,999.9,0,578
168,5,2018,1,26,26/01/2018,25.3,7,1035,10,14.4,21,31.1,32,21,0,999.9,0,677
169,2,2013,1,1,01/01/2013,38,25.6,1008.8,10,15,21,28,41,33.1,0,999.9,0,381
170,6,2019,1,5,05/01/2019,43.8,42.4,1005.8,5,11.8,21,31.1,46.9,30.9,0.25,999.9,0,455
171,5,2013,1,25,25/01/2013,19,3.3,1023.1,10,13.6,21,32.1,26.1,14,0,999.9,0,674
172,5,2017,1,13,13/01/2017,46.8,37.5,1022.8,7.2,12.6,21,25.1,50,37.9,0.39,999.9,0,604
173,4,2015,1,8,08/01/2015,13.1,-2.4,1022.7,9.9,14.8,21,29.9,27,6.1,0,999.9,0,573
174,5,2016,1,22,22/01/2016,28,11.8,1020.4,10,13.1,22,29.9,35.1,21.9,0,999.9,0,702
175,2,2014,1,21,21/01/2014,29.2,17.5,1012.1,8.5,12.6,22,28.9,46.9,23,0,999.9,1,1161
176,5,2013,1,4,04/01/2013,32.2,21.1,1015.2,10,11.3,22,29.9,41,24.1,0,999.9,0,505
177,7,2015,1,25,25/01/2015,36.5,26.7,1000.4,9.4,16,22,32.1,45,33.1,0.9,999.9,0,406
178,3,2019,1,9,09/01/2019,44.4,39.6,997.6,5.6,13.4,22,34,46.9,28.9,0.12,999.9,1,514
179,1,2019,1,7,07/01/2019,27.4,11.7,1024.8,10,17.4,22,31.1,45,21.9,0,999.9,0,583
180,7,2014,1,26,26/01/2014,26.8,15.4,1004.7,9.4,17.8,22.9,29.9,41,21,0.03,999.9,0,465
181,4,2017,1,5,05/01/2017,36.4,19.7,1007.8,10,15.4,22.9,33,48,32,0,999.9,0,552
182,4,2013,1,24,24/01/2013,14.3,-1.9,1018.7,10,15.5,22.9,29.9,19.9,10,0,999.9,0,554
183,6,2014,1,11,11/01/2014,44.8,43,1019,4.4,13.4,22.9,32.1,51.8,37.9,0,999.9,1,465
184,7,2016,1,3,03/01/2016,44.4,29.4,1010.4,10,15.5,22.9,33,52,34,0,999.9,0,432
185,7,2015,1,4,04/01/2015,48.6,46.9,1015.4,1.9,15.5,22.9,28.9,54,30,0.21,999.9,1,381
186,7,2013,1,27,27/01/2013,21.7,4.7,1025.6,10,16.3,22.9,35,28.9,17.1,0,999.9,0,429
187,2,2015,1,13,13/01/2015,32.6,25.6,1028.5,8.4,16.3,22.9,28.9,52,26.1,0.82,999.9,0,613
188,5,2013,1,18,18/01/2013,28.1,16.6,1023.2,7.5,15,24.1,32.1,39.9,15.1,0.01,999.9,1,561
189,4,2015,1,1,01/01/2015,31.8,15.1,1018.6,9.9,13.6,24.1,33,39.9,21.9,0,999.9,0,395
191,1,2014,1,20,20/01/2014,41,27.9,1003.2,10,16.8,24.1,35,46.9,34,0,999.9,0,360
192,1,2015,1,26,26/01/2015,31.2,20.9,1015.7,6.7,12.7,24.1,31.1,43,26.1,0,999.9,0,484
193,3,2020,1,8,08/01/2020,37.2,31.1,1009.8,8.4,14.1,24.1,35,43,33.1,0.49,999.9,1,451
194,1,2016,1,4,04/01/2016,38.2,27.4,1011.5,10,13.5,24.1,31.1,52,34,0,999.9,0,601
195,6,2013,1,19,19/01/2013,35.9,26.6,1026.4,9.2,15.3,24.1,32.1,46.9,16,0,999.9,0,484
196,3,2017,1,25,25/01/2017,41.1,35.1,995.2,8.5,17.4,24.1,33,55,37.9,0.4,999.9,0,576
197,6,2017,1,28,28/01/2017,38.7,23.1,1000.8,10,18.3,25.1,33,45,36,0,999.9,0,501
198,6,2018,1,20,20/01/2018,38.1,32.5,1010.9,10,14.3,25.1,34,46.9,24.1,0,999.9,0,530
199,4,2014,1,2,02/01/2014,31.1,22.4,1020.8,5.8,10.9,25.1,34,35.6,26.1,0,999.9,0,603
200,1,2015,1,19,19/01/2015,41.7,36,1005,8.2,13.5,25.1,46,50,30.9,0.26,999.9,0,496
201,7,2015,1,18,18/01/2015,40,32.8,1021.4,9.2,13.4,25.1,31.1,50,14,0,999.9,0,961
202,6,2015,1,24,24/01/2015,38.5,34.8,1003.3,6.7,12.4,25.1,33,45,27,0.23,999.9,0,428
203,5,2015,1,16,16/01/2015,34.5,23.4,1008.6,10,14.9,25.1,34,39.9,28.9,0.02,999.9,0,563
204,5,2019,1,25,25/01/2019,37,28.5,1010.5,8.9,14,26,35,52,30,0.28,999.9,0,666
205,1,2018,1,8,08/01/2018,35,28,1023.6,9.9,18.3,26,33,42.1,21.9,0,999.9,0,720
206,1,2018,1,29,29/01/2018,40.3,37.7,1021.4,6.9,12.1,26,34,46,37,0.2,999.9,1,531
207,3,2015,1,7,07/01/2015,22.6,10.2,1011.8,9.4,12.1,26,35.9,27,17.1,0,999.9,0,538
208,1,2017,1,23,23/01/2017,40.9,34.4,1011.4,8.8,18.6,26,38.1,44.1,37.4,0,999.9,0,667
209,2,2018,1,23,23/01/2018,45.3,45.3,1012.9,4.4,16.2,26,35.9,51.1,27,0,999.9,1,531
210,3,2016,1,20,20/01/2016,29.4,11.2,1014.4,10,18.9,27,36.9,37,21.9,0,999.9,0,623
211,2,2019,1,22,22/01/2019,15.8,-2.3,1026.7,10,17.6,27,36.9,28,6.1,0,999.9,0,627
212,7,2019,1,20,20/01/2019,43.2,42.4,1012.4,2.8,17,27,36.9,52,28,0.61,999.9,1,411
213,1,2016,1,18,18/01/2016,34.4,24.9,1002.2,8.8,15.3,27,35,44.1,26.1,0.45,999.9,0,481
214,3,2017,1,11,11/01/2017,45,40.9,1027.3,6.5,15.1,27,34,50,28.9,0.33,999.9,0,629
215,6,2015,1,31,31/01/2015,24.5,12.9,1006.9,7.8,20.3,27,36.9,34,17.1,0.06,999.9,0,526
216,2,2016,1,19,19/01/2016,25.5,4.8,1007.1,10,21.7,27,38.1,37.9,21.9,0.02,999.9,0,662
217,6,2014,1,25,25/01/2014,32,23,1011.2,8.5,17,27,35.9,41,10.9,0,999.9,0,475
218,7,2014,1,19,19/01/2014,36.1,29,1005.7,10,16.5,28,38.1,43,32,0.04,999.9,0,380
219,6,2018,1,6,06/01/2018,13.2,-0.2,1013.5,10,22.4,28,39,27,10.9,0,999.9,0,599
221,4,2013,1,31,31/01/2013,46.5,40.3,995.5,5.9,23.1,28,39,54,39,0.02,999.9,1,592
222,3,2019,1,30,30/01/2019,36.8,29.5,1009.8,8.8,15.1,28,41,42.1,30,0.39,999.9,0,630
223,1,2015,1,5,05/01/2015,44,32.1,1012.9,7.6,16.3,28.9,39,55,28.9,0.27,999.9,0,498
224,2,2016,1,5,05/01/2016,27.7,18.1,1028.5,7.9,20.3,28.9,39,43,24.1,0,999.9,0,640
225,4,2019,1,31,31/01/2019,15.7,1.9,1022.5,9.5,16.4,28.9,41,42.1,8.1,0,999.9,0,601
226,5,2020,1,17,17/01/2020,27.1,10.8,1023.8,10,24,28.9,40,50,21.9,0.04,999.9,0,565
227,2,2014,1,7,07/01/2014,23.9,10.4,1009.6,9.4,17.6,28.9,41,52,15.1,0.12,999.9,0,491
229,5,2017,1,27,27/01/2017,42.1,29.8,997.8,9.9,20.3,28.9,35.9,45,39.9,0.1,999.9,0,583
230,4,2020,1,16,16/01/2020,40.4,34.3,1010.7,6.6,11,28.9,44.1,48.9,30.2,0.01,999.9,1,547
231,2,2017,1,24,24/01/2017,48.9,46.9,992.3,2.3,17.2,28.9,41,55,37.9,0.85,999.9,1,564
232,2,2019,1,1,01/01/2019,47.4,41.6,1009.2,5.4,18.3,29.9,41,54,39.9,0.84,999.9,1,429
233,3,2015,1,28,28/01/2015,21.6,14.7,1009.6,6.6,16.6,29.9,44.1,26.1,19,0.23,999.9,0,458
234,4,2019,1,24,24/01/2019,46.5,44.7,1012.6,5.2,19.2,31.1,42,52,42.8,0,999.9,0,592
235,6,2017,1,7,07/01/2017,31.3,24.9,1022,5.7,13.4,32.1,41,35.1,28.9,0.11,999.9,1,896
236,2,2018,1,30,30/01/2018,31.9,30.5,1010.7,4.3,23.4,32.1,40,42.1,26.1,0.53,999.9,1,579
237,6,2016,1,23,23/01/2016,34.6,25.4,1014.3,6.1,17.5,32.1,52.1,37.9,21.9,0,999.9,1,402
238,3,2016,1,13,13/01/2016,32.9,18.2,1005.8,9.6,18,32.1,42,43,19.9,0.13,999.9,0,605
240,6,2018,1,13,13/01/2018,45.4,43.2,1007.7,3,19.2,33,45.1,52,33.1,0.41,999.9,1,603
241,7,2017,1,8,08/01/2017,24.1,15.9,1021.1,6.1,19.5,34,42.9,33.1,19,0.37,999.9,1,406
242,7,2016,1,10,10/01/2016,51.3,49,1012,4.9,16.2,34,41,57.9,44.1,0,999.9,1,462
243,5,2014,1,3,03/01/2014,24.2,20.2,1007,0.8,26.9,35.9,47,30.9,15.8,0.15,999.9,1,423
244,3,2014,1,22,22/01/2014,25,20.3,1001.1,1.9,25.7,35.9,46,36,18,0.01,999.9,1,498
245,7,2016,1,24,24/01/2016,34.5,27.9,1005.7,6.3,25.6,36.9,49,37.9,33.1,0.37,999.9,0,517
246,5,2015,1,9,09/01/2015,35.2,22.5,1018.1,9.5,21,38.1,49,46,26.1,0,999.9,0,751
247,4,2018,1,4,04/01/2018,37.1,35.9,1002.4,5.9,21,40,51.1,42.8,27,0.07,999.9,0,464
248,2,2015,1,27,27/01/2015,30.2,27.9,993.7,0.6,39.3,48,62.9,33.8,21,0.4,999.9,1,188
256,1,2020,2,3,03/02/2020,38.8,32.1,1005.6,9.9,8.1,15,22,45,32,0,999.9,0,558
257,6,2020,2,29,29/02/2020,34.1,16.6,1009.1,10,8.9,19,22.9,39.9,24.1,0,999.9,0,456
258,7,2020,2,16,16/02/2020,37.9,29.8,1023.3,10,13.4,19,27,43,19,0,999.9,0,386
259,2,2020,2,18,18/02/2020,37.2,30.1,1028.3,9.2,12.1,20,28.9,48,28,0,999.9,1,426
260,6,2020,2,22,22/02/2020,34.9,20.3,1023.6,10,12.5,20,26,43,19.9,0,999.9,0,406
261,1,2020,2,10,10/02/2020,43.5,37.7,1025.2,9.1,14.1,20,27,46.9,39,0.01,999.9,1,570
262,5,2020,2,28,28/02/2020,36.4,17.4,1007.4,10,21.5,27,40,51.1,32,0.21,999.9,0,529
263,4,2020,2,27,27/02/2020,44.6,39.4,1000.5,4.8,18.5,28,41,51.1,39,0.43,999.9,1,581
264,5,2020,2,7,07/02/2020,46.3,43.6,989.1,5,16.4,39,51.1,55.9,37.9,0.88,999.9,1,603
274,6,2015,2,28,28/02/2015,22.2,9.9,1037.3,10,7.2,11.1,15,28,16,0,999.9,0,538
275,5,2018,2,9,09/02/2018,28.3,17.3,1032.6,10,6.2,11.1,19,42.1,19.9,0.08,999.9,0,583
277,2,2013,2,26,26/02/2013,35,26.7,1025.2,10,5,11.1,15.9,45,27,0.02,999.9,0,537
284,6,2014,2,8,08/02/2014,28.2,14.2,1023.9,10,8.6,12,19,32,21.9,0,999.9,0,424
287,3,2013,2,6,06/02/2013,34.8,30.4,1014.9,9,6.1,13,17.1,39.2,32,0.02,999.9,0,566
292,3,2019,2,20,20/02/2019,26.7,10.2,1034.1,10,7.7,14,18.1,30,19.9,0,999.9,0,615
295,2,2013,2,5,05/02/2013,28.7,16.6,1014.6,7.8,8.2,14,18.1,32,27,0,999.9,0,566
297,1,2019,2,11,11/02/2019,30.7,14.4,1026.6,10,8.1,14,18.1,34,24.1,0,999.9,0,568
298,5,2017,2,3,03/02/2017,30.9,14,1020.2,10,9,14,19,44.1,26.1,0,999.9,0,609
299,3,2019,2,6,06/02/2019,39.1,31.5,1020.4,9.9,9.7,14,15.9,50,33.1,0,999.9,0,615
300,7,2019,2,17,17/02/2019,30.9,20.8,1016.9,10,7.6,14,22,46,25,0.01,999.9,0,439
304,5,2014,2,7,07/02/2014,28.1,15.7,1023.2,10,9,14,19,32,24.1,0,999.9,0,675
305,4,2013,2,7,07/02/2013,29.4,13.4,1028.7,10,10.2,14,19,35.1,25,0,999.9,0,526
308,1,2014,2,3,03/02/2014,36.5,33.6,1018.2,5.3,9.1,15,18.1,45,32,0.06,999.9,1,960
310,7,2014,2,2,02/02/2014,39.3,37.2,1016.5,5.5,8.7,15,20,45,30.9,0.1,999.9,1,417
311,2,2014,2,11,11/02/2014,24,6.4,1023.8,10,9.2,15,18.1,32,19.9,0,999.9,0,636
315,1,2016,2,22,22/02/2016,41.8,31.7,1017.1,10,9.2,15.9,22.9,54,32,0.07,999.9,0,615
317,2,2016,2,23,23/02/2016,36.5,26.3,1028.2,10,9.9,15.9,22.9,45,28.9,0.04,999.9,0,623
318,4,2014,2,27,27/02/2014,24.7,11.2,1008.1,8.6,8.4,15.9,26,32,14,0,999.9,0,571
319,2,2015,2,17,17/02/2015,21.7,11.8,1014.9,6.5,7.7,15.9,22,28.9,17.1,0,999.9,0,620
321,1,2016,2,1,01/02/2016,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,999.9,0,716
323,4,2014,2,20,20/02/2014,39.6,32.2,1018.5,7.1,10.4,15.9,26,50,23,0.19,999.9,0,556
326,4,2013,2,14,14/02/2013,36.6,29.3,1010.5,8.4,8.9,15.9,21,43,28,0.11,999.9,0,631
328,3,2020,2,5,05/02/2020,41,35.8,1012.6,8,8.4,15.9,22.9,48,32,0.06,999.9,1,432
329,7,2019,2,10,10/02/2019,28.7,9.5,1034.3,10,11.7,15.9,22,34,24.1,0,999.9,0,445
331,6,2016,2,20,20/02/2016,42.8,36.4,1018.4,8.8,12.5,15.9,21,48.9,32,0.03,999.9,0,555
332,5,2019,2,8,08/02/2019,40.6,39.4,1012.4,3,9.8,15.9,22.9,45,36,0.02,999.9,1,661
333,3,2014,2,26,26/02/2014,25.8,12.6,1012.3,8.9,8,17.1,21,30.9,21,0,999.9,0,511
334,6,2020,2,15,15/02/2020,22.8,12.1,1033.9,10,9.3,17.1,21,39,19,0,999.9,0,439
336,1,2013,2,25,25/02/2013,37.5,30.4,1015.7,8.3,13.4,17.1,24.1,43,33.8,0.75,999.9,0,490
338,4,2014,2,6,06/02/2014,30.4,24.5,1018.1,8.6,11.5,17.1,24.1,37,24.1,0.56,999.9,0,569
339,3,2018,2,28,28/02/2018,42.6,38.2,1020.1,10,12.9,17.1,22,48,28,0,999.9,0,654
