,day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
930,3,2013,4,3,03/04/2013,42.6,15.7,1015.8,10,17,25.1,34,51.1,33.8,0,999.9,0,532
931,3,2014,4,16,16/04/2014,42.9,32.6,1021.9,7.9,19.2,25.1,46,57.9,35.1,0.71,999.9,0,570
932,3,2018,4,4,04/04/2018,47.3,46.9,1005.1,3.5,15.7,26,34,55.9,39.2,0.39,999.9,1,554
933,1,2013,4,1,01/04/2013,47,42.9,1005.8,6.8,16.3,26,34,51.1,44.1,0.18,999.9,0,479
934,3,2018,4,25,25/04/2018,49.2,48.2,1019.5,7.1,15.1,26,35.9,55,35.1,0.01,999.9,0,626
935,4,2014,4,24,24/04/2014,49.6,28.7,1002.9,10,19.1,26,34,57,44.1,0.12,999.9,0,586
936,4,2016,4,14,14/04/2016,44,32.4,1026.1,10,15.8,26,33,52,35.1,0,999.9,0,674
937,5,2013,4,12,12/04/2013,43.6,35.7,1018.6,7.7,13.8,26,35.9,51.8,39.2,0.01,999.9,0,649
938,2,2014,4,1,01/04/2014,37.1,29.8,1015.3,9.3,17.6,26,35.9,42.8,33.8,0.03,999.9,0,549
939,3,2018,4,18,18/04/2018,41.9,34.1,1005.6,10,16.6,26,34,50,37,0.05,999.9,0,662
940,2,2015,4,21,21/04/2015,51.5,48.6,1004,3.6,14.3,26,35,55.9,39.9,0.32,999.9,1,645
941,2,2015,4,28,28/04/2015,46,35.9,1004.1,9.8,15.7,26,33,57,41,0.02,999.9,0,613
942,6,2015,4,4,04/04/2015,47.3,39.1,1004.1,4.8,13.7,26,35,57,41,0.27,999.9,1,507
943,5,2016,4,15,15/04/2016,46.4,28.4,1027.7,10,17.6,26,35,53.1,39.9,0,999.9,0,733
944,5,2018,4,6,06/04/2018,38,25.2,1019,9.4,12.2,27,36.9,46.9,28.9,0,999.9,0,515
947,2,2016,4,5,05/04/2016,35.1,23.5,1019.3,9.8,19.5,28,34,45,30.9,0,999.9,0,672
948,6,2016,4,16,16/04/2016,44.3,33.2,1028.2,10,22.9,28.9,38.1,46.9,42.8,0,999.9,0,678
949,1,2015,4,20,20/04/2015,45.2,40.7,1019.6,8.5,16.2,28.9,38.1,52,39.9,0,999.9,0,630
950,2,2020,4,14,14/04/2020,50.5,42.1,1013.3,7.5,11.9,28.9,41,57,43,0.22,999.9,0,135
951,4,2020,4,9,09/04/2020,43,41.5,994.5,5.7,11.6,28.9,46,51.1,30,0.27,999.9,1,102
952,2,2017,4,4,04/04/2017,42.9,38,1015.3,6.3,16.3,29.9,40,54,32,0.03,999.9,1,598
953,3,2020,4,22,22/04/2020,42,25.3,1005.6,10,17.3,29.9,39,51.1,28.9,0.23,999.9,0,148
954,5,2016,4,1,01/04/2016,54.8,52.5,1007,2.2,18.2,29.9,39,59,46,0.01,999.9,1,702
955,5,2020,4,10,10/04/2020,45.1,30.4,990,10,19.3,29.9,38.1,51.1,30,0,999.9,1,115
956,5,2016,4,8,08/04/2016,49.7,43.2,1001.5,7.3,15.9,29.9,46,57,44.1,0.44,999.9,0,696
957,1,2018,4,16,16/04/2018,44.7,44.7,1019.3,2.6,21.6,31.1,36.9,53.1,37,0.11,999.9,1,741
958,2,2020,4,28,28/04/2020,41.8,28.8,1016.4,8.7,18.8,31.1,38.1,50,39,0.13,999.9,1,185
966,1,2020,5,25,25/05/2020,56,52.4,1023.7,8.6,9.9,14,20,66,48.9,0,999.9,0,214
968,3,2020,5,6,06/05/2020,45.6,37.8,1012,10,6.8,14,18.1,57,37,0,999.9,1,184
969,6,2020,5,16,16/05/2020,57.6,50.3,1014.8,8.2,14.1,19,27,70,50,0.15,999.9,1,216
970,2,2020,5,5,05/05/2020,51.5,36.4,1008.2,10,11.6,19,24.1,69.1,46,0.03,999.9,1,173
971,6,2020,5,23,23/05/2020,56.4,55,1017,4.1,9.7,21,28,66.2,48,0,999.9,1,193
972,6,2020,5,2,02/05/2020,51.4,43,1009.9,7.8,13.8,21,31.1,61,43,0.35,999.9,1,188
973,7,2020,5,31,31/05/2020,61.5,48.6,1013.1,9.8,11.7,21,25.1,66.9,55,0.03,999.9,0,207
974,7,2020,5,10,10/05/2020,46,27,1014.8,10,21.6,26,35.9,54,37.9,0,999.9,0,161
975,5,2020,5,1,01/05/2020,51.3,49.1,1011.6,4.9,15.8,26,35.9,55.9,43,0.45,999.9,1,186
976,6,2020,5,9,09/05/2020,46.2,33.2,1002.3,9.4,18.6,28,41,55.9,39.9,0.18,999.9,1,147
1010,5,2014,5,23,23/05/2014,54.9,48.6,1012.4,10,7.3,12,15.9,62.1,50,0.02,999.9,0,660
1014,4,2016,5,19,19/05/2016,53.9,44.5,1019.1,10,6.7,12,15,63,45,0.05,999.9,0,694
1023,3,2013,5,22,22/05/2013,57.8,55.1,1013.8,2.5,7.1,13,17.1,64,53.1,0,999.9,1,570
1024,7,2019,5,5,05/05/2019,46.9,45.9,1011.4,6.8,9.6,13,18.1,60.1,46,0.08,999.9,1,529
1032,1,2014,5,12,12/05/2014,57.8,46.2,1018.5,9.8,9.1,13,17.1,70,48.9,0.23,999.9,0,581
1034,3,2017,5,10,10/05/2017,48.7,38.4,1015.4,9.9,4.5,13,15.9,57,39.9,0.02,999.9,0,668
1037,1,2015,5,4,04/05/2015,52.2,47.2,1023.4,9.9,8.8,14,20,60.1,32,0,999.9,0,641
1041,4,2015,5,21,21/05/2015,54.8,41.1,1014.1,10,7.7,14,19,64.9,48,0,999.9,0,615
1043,4,2013,5,2,02/05/2013,49.9,42,1030.3,9.5,5,14,20,62.1,37.9,0,999.9,0,585
1044,2,2018,5,1,01/05/2018,48.4,43.7,1015.9,10,7.6,14,20,57,41,0.01,999.9,0,713
1047,7,2019,5,12,12/05/2019,45.7,41.4,1016.3,7.6,8.6,14,21,64.9,41,0.09,999.9,0,589
1050,6,2014,5,10,10/05/2014,54.8,49.9,1015.2,7.1,11.1,14,20,57.9,51.8,0,999.9,1,549
1051,7,2018,5,13,13/05/2018,49.7,48.5,1020.2,9.7,8.6,14,17.1,54,43,0.09,999.9,0,529
1052,3,2018,5,16,16/05/2018,55.3,53.8,1018.9,9.3,8.5,14,17.1,60.1,50,0.02,999.9,0,686
1054,1,2014,5,5,05/05/2014,53.7,40,1005.8,10,10.2,14,22.9,61,48,0,999.9,0,618
1055,3,2018,5,9,09/05/2018,51.2,50.1,1021.8,4,7.7,14,17.1,61,46.9,0,999.9,1,711
1059,6,2016,5,7,07/05/2016,52.5,48.8,1008.9,5.1,8.1,14,21,66,44.1,0,999.9,1,571
1060,7,2014,5,18,18/05/2014,56.5,46.1,1017.6,9.8,8.5,15,20,63,50,0.43,999.9,0,507
1062,5,2014,5,16,16/05/2014,58.3,52.8,1021.6,9.1,11.8,15,22,64.9,54,0,999.9,0,700
1066,7,2013,5,5,05/05/2013,47.8,39.9,1025.3,9.7,10.1,15,20,55.9,42.1,0,999.9,0,515
1067,5,2019,5,31,31/05/2019,58.2,56.1,1006.5,4.7,8.4,15,17.1,72,48.9,0.48,999.9,1,765
1068,4,2016,5,26,26/05/2016,65.7,53.9,1018.1,9.7,7.7,15,21,78.1,54,0,999.9,0,742
1069,4,2013,5,30,30/05/2013,60.9,56.2,1018.8,6.1,11.6,15,20,66.9,57.2,0.26,999.9,0,685
1070,1,2014,5,26,26/05/2014,56.7,51.1,1015.3,9.6,10.3,15,19,63,51.1,0,999.9,0,433
1071,1,2019,5,20,20/05/2019,57.2,55,1012.4,4.9,11.3,15,22,63,45,0,999.9,1,689
1072,6,2019,5,11,11/05/2019,56.8,49.5,1014.3,7,10,15,20,64.9,45,0.01,999.9,0,637
1075,6,2018,5,19,19/05/2018,49.6,49,1027.5,6,9.8,15,21,55.9,46,0,999.9,1,583
1079,2,2018,5,29,29/05/2018,57.7,55.8,1015.6,6,8.5,15,19,77,50,0.01,999.9,1,809
1080,4,2014,5,15,15/05/2014,57.8,51.8,1026,10,9.6,15,20,64.9,53.6,0,999.9,0,659
1081,7,2015,5,31,31/05/2015,64.7,60.9,1019.8,7.1,11.2,15,21,71.1,59,0,999.9,1,555
1082,6,2017,5,13,13/05/2017,47.9,41.7,1015.7,10,8.6,15,21,54,44.1,0,999.9,0,683
1083,1,2017,5,29,29/05/2017,49.6,47,1015.7,8.1,11.7,15,21,59,45,0,999.9,0,371
1084,1,2020,5,4,04/05/2020,56.3,46.2,1002.5,9.1,8.4,15.9,18.1,69.1,46.9,0,999.9,1,173
1087,5,2018,5,11,11/05/2018,56.8,48.7,1013.1,8.1,11.3,15.9,24.1,69.1,48,0,999.9,1,805
1088,5,2020,5,29,29/05/2020,61,59.8,1019.7,3.6,12.9,15.9,22.9,66.9,57,0.14,999.9,1,258
1089,2,2015,5,5,05/05/2015,57.1,48.6,1022.4,9.8,11,15.9,21,71.1,46,0,999.9,0,638
1090,4,2019,5,9,09/05/2019,47.7,34.1,1027.4,10,7.6,15.9,20,59,39,0,999.9,0,593
1092,2,2014,5,27,27/05/2014,61.1,52.9,1011,9.5,10,15.9,20,75,52,0.02,999.9,0,645
1093,1,2014,5,19,19/05/2014,56.9,41.8,1016.9,10,9,15.9,22,63,48.9,0,999.9,0,572
1094,1,2015,5,11,11/05/2015,57.9,55.9,1020.7,0.8,11.1,15.9,21,66.9,54,0,999.9,1,645
1096,4,2018,5,10,10/05/2018,51,50.2,1015.1,6.2,12.2,15.9,20,59,48,0.01,999.9,1,663
1100,1,2018,5,7,07/05/2018,53,49.7,1015.9,8.7,11.3,15.9,22,63,46,0.48,999.9,0,695
1102,3,2020,5,20,20/05/2020,49.9,36.8,1030.4,10,10.8,15.9,22.9,57,43,0,999.9,0,192
1103,6,2013,5,11,11/05/2013,56.2,53.1,1013.1,3.7,9.4,15.9,22.9,62.1,52,0,999.9,1,523
1104,2,2016,5,24,24/05/2016,54.6,52,1011.7,4.4,10.7,15.9,18.1,72,51.1,0,999.9,1,695
1105,4,2015,5,28,28/05/2015,62.4,57.6,1023,9.2,11.7,15.9,22,68,59,0,999.9,0,682
1106,4,2017,5,4,04/05/2017,51.5,34.8,1023,10,10.6,15.9,25.1,59,45,0,999.9,0,701
1107,3,2013,5,8,08/05/2013,59.4,54.7,1021.5,7.5,10.5,15.9,22,72,53.1,0.01,999.9,1,620
1108,3,2017,5,17,17/05/2017,57.9,50.2,1014.7,9.8,11.3,15.9,21,69.1,48,0,999.9,0,753
1109,5,2017,5,19,19/05/2017,59.6,54.5,1011,6.2,12.2,15.9,22.9,71.1,55,0,999.9,0,974
1112,5,2018,5,4,04/05/2018,53.3,51.3,1013.4,7.8,12.2,15.9,22,59,50,0.02,999.9,0,723
1113,4,2020,5,7,07/05/2020,46.3,40.4,1005.9,9.8,11.7,15.9,20,55,37,0.19,999.9,1,175
1115,4,2020,5,14,14/05/2020,51.6,37.5,1024.1,10,11,15.9,22.9,60.1,39.9,0,999.9,0,169
1116,1,2016,5,30,30/05/2016,62.4,60.5,1017,2,9,17.1,22,75,59,0.01,999.9,1,471
1117,6,2020,5,30,30/05/2020,60.4,59.1,1012.8,3.5,12.9,17.1,25.1,64,57.9,0.04,999.9,1,226
1119,1,2015,5,18,18/05/2015,53.9,48.8,1023.2,5.7,9.4,17.1,18.1,60.1,48,0,999.9,1,566
1121,4,2014,5,29,29/05/2014,52,42.7,1021.9,10,11.2,17.1,22.9,59,46.4,0.01,999.9,0,663
1122,4,2017,5,11,11/05/2017,49.5,42,1015.6,10,7.6,17.1,24.1,57,43,0,999.9,0,686
1123,4,2017,5,25,25/05/2017,53.8,51.1,1008.6,5.6,11.6,17.1,22,59,51.1,0.05,999.9,1,742
1124,5,2017,5,12,12/05/2017,48.6,42.2,1016.7,9.7,11.8,17.1,25.1,57,44.1,0,999.9,0,817
1125,6,2016,5,28,28/05/2016,62.5,57.3,1020.2,9.2,11.6,17.1,24.1,68,55.9,0,999.9,0,627
1127,3,2019,5,15,15/05/2019,48.5,41.1,1008.7,9.7,10.8,17.1,22,55.9,43,0.01,999.9,0,691
1128,7,2019,5,26,26/05/2019,57.6,54.3,1014.5,8.9,12.1,17.1,21,70,45,0.07,999.9,0,510
1130,1,2013,5,20,20/05/2013,57.5,54.5,1020.4,2.9,10.3,17.1,22,62.1,55,0.33,999.9,1,657
1131,3,2015,5,13,13/05/2015,59.5,47.2,1012.4,8.7,12.2,17.1,24.1,66.9,53.1,0,999.9,0,655
1133,3,2015,5,27,27/05/2015,62.4,57.8,1023.8,8.5,13.4,18.1,24.1,68,57.9,0,999.9,0,697
1134,3,2017,5,24,24/05/2017,53.9,49.6,1008.5,9,9.2,18.1,26,62.1,50,0.01,999.9,0,641
1135,2,2013,5,14,14/05/2013,51,35.3,1015.8,9.8,11.8,18.1,29.9,55.9,42.8,0,999.9,0,565
1136,2,2015,5,12,12/05/2015,58.3,56.2,1012.5,0.9,11.3,18.1,24.1,66.9,54,0.02,999.9,1,684
1137,2,2017,5,16,16/05/2017,57.5,46.9,1010.8,10,10.7,18.1,22,69.1,46.9,0.06,999.9,0,694
1138,4,2014,5,1,01/05/2014,50.3,48.3,1016.6,3.2,13.3,18.1,24.1,55.4,44.1,0.35,999.9,1,650
1139,2,2016,5,17,17/05/2016,55,44.5,1019.8,10,11.9,18.1,24.1,63,46,0,999.9,0,624
1140,5,2020,5,8,08/05/2020,51,40.5,1008.4,10,11.3,18.1,21,55.9,41,0.02,999.9,0,176
1141,7,2018,5,20,20/05/2018,56.5,56.4,1015.4,0.7,13.9,18.1,26,60.8,51.1,0.15,999.9,1,578
1142,6,2018,5,26,26/05/2018,58.8,56.7,1009.8,7.1,13.8,18.1,22,64.4,55,0,999.9,1,601
1143,1,2013,5,13,13/05/2013,53.1,37.1,1013.5,9.9,11.9,18.1,22,57,46,0.07,999.9,0,577
1144,3,2017,5,3,03/05/2017,54.7,44.3,1009.1,9.5,13,18.1,22.9,60.1,48.9,0.61,999.9,0,714
1145,1,2018,5,28,28/05/2018,53.4,52.6,1017.4,5.8,11.6,18.1,24.1,57.9,50,0.08,999.9,0,408
1146,4,2013,5,23,23/05/2013,61.5,57.6,1015.1,3,13.3,18.1,24.1,66.9,57,0,999.9,1,735
1147,3,2019,5,8,08/05/2019,53,44.6,1022.2,10,9.2,18.1,22,59,37,0.01,999.9,0,649
1148,7,2015,5,17,17/05/2015,63.1,56.2,1020.3,9.4,9.1,18.1,21,78.1,50,0,999.9,0,543
1150,6,2014,5,17,17/05/2014,57.7,54.1,1016,5.8,12.5,19,25.1,62.6,51.1,0.26,999.9,1,619
1151,3,2013,5,29,29/05/2013,57.9,54.7,1021,4.9,10.9,19,26,61,55.4,0.51,999.9,0,574
1152,5,2015,5,1,01/05/2015,43.8,37.2,1014.2,9.6,13.3,19,22.9,57,39,0,999.9,0,642
1153,5,2019,5,10,10/05/2019,48.4,43.5,1023.6,9.4,13.8,19,26,55,39,0,999.9,0,660
1154,7,2018,5,27,27/05/2018,53.7,53.4,1016.4,6,12.6,19,28,64,51.1,0,999.9,0,487
1155,2,2015,5,26,26/05/2015,61.1,56.2,1024.1,9.8,14.4,19,24.1,66,54,0,999.9,0,686
1156,2,2018,5,15,15/05/2018,53.9,53.4,1013,3,10.7,19,27,60.1,48,0,999.9,1,778
1157,2,2019,5,14,14/05/2019,44.9,42.3,1007.4,7,15,19,26,48.2,42.8,0.38,999.9,0,621
1158,3,2019,5,22,22/05/2019,56.7,38.7,1019.2,10,12.8,19,27,59,50,0,999.9,0,693
1159,1,2017,5,15,15/05/2017,51.1,43.8,999.6,10,12.9,19,28,57,48,0.14,999.9,0,729
1160,7,2014,5,11,11/05/2014,58.3,49.5,1013.2,8.6,12.6,19,24.1,66,53.1,0.24,999.9,0,584
1161,7,2013,5,26,26/05/2013,50.2,41.8,1010.9,9.3,13.9,19,28,57,44.6,0.54,999.9,0,455
1162,1,2017,5,8,08/05/2017,50,41.3,1008.8,10,15.6,19,28.9,57,46,0.09,999.9,0,638
1163,3,2015,5,20,20/05/2015,58.8,50.1,1007.7,6.1,11.2,19,28.9,64.9,46,0.3,999.9,1,666
1164,3,2018,5,2,02/05/2018,54.5,45.7,1016.7,10,13.1,19,22,66,43,0,999.9,0,792
1165,2,2016,5,31,31/05/2016,62.8,60.6,1014.4,4.9,10.1,19,24.1,70,60.1,0.03,999.9,1,760
1166,2,2019,5,28,28/05/2019,51.6,48.8,1013.9,8.1,8.8,19,26,69.1,46.9,0,999.9,1,654
1167,2,2017,5,23,23/05/2017,56.8,52.3,1012.3,7.5,11.8,19,24.1,62.1,48,0.18,999.9,1,659
1168,1,2019,5,13,13/05/2019,46.1,39.5,1012.1,9.7,14.7,20,31.1,52,41,0.68,999.9,0,613
1169,1,2013,5,27,27/05/2013,56.9,42.8,1020,10,14.1,20,26,64,51.1,0.01,999.9,0,420
1170,5,2013,5,17,17/05/2013,58.2,43.9,1013.8,9.9,10.7,20,22.9,64,51.1,0,999.9,0,741
1171,1,2019,5,27,27/05/2019,62.1,54.7,1010.3,10,11.4,20,22,69.1,51.1,0,999.9,0,442
1172,4,2013,5,16,16/05/2013,57.7,50.1,1006.9,7.1,12.5,20,28,64.9,53.1,0.02,999.9,0,559
1173,5,2018,5,25,25/05/2018,56.5,53.6,1015.2,8,13.6,20,25.1,63,50,0,999.9,1,799
1174,3,2019,5,29,29/05/2019,54.6,51.3,1007.6,8.1,13.2,20,25.1,60.1,46.9,0.45,999.9,0,601
1175,7,2016,5,22,22/05/2016,56.3,52.2,1009.8,9,14.2,21,28.9,62.1,46.9,0.07,999.9,0,571
1176,3,2016,5,18,18/05/2016,55.5,45.2,1019.6,10,11,21,27,63,48,0.06,999.9,0,676
1177,2,2014,5,20,20/05/2014,56.4,45.7,1015.4,9.9,10.4,21,28.9,64,51.1,0.11,999.9,0,650
1178,3,2013,5,15,15/05/2013,53.1,44.5,1016.5,10,12.1,21,28,59,48,0.16,999.9,0,532
1179,2,2019,5,21,21/05/2019,58.9,48.6,1008.1,7.8,13.5,21,28,66,54,0.11,999.9,1,745
1180,6,2018,5,5,05/05/2018,58,47.5,1013.8,9.2,13.5,21,28,66,51.1,0,999.9,0,602
1181,7,2014,5,4,04/05/2014,51.4,42.6,1005.1,9.8,12.8,22,28,57,46.9,0.02,999.9,0,451
1182,5,2018,5,18,18/05/2018,52.2,49.1,1024.8,5.7,10.9,22,28.9,62.1,48,0.17,999.9,1,616
1183,5,2017,5,26,26/05/2017,55.4,52.9,1001.2,6.2,12.9,22,28.9,59,52,0.1,999.9,1,776
1184,6,2013,5,4,04/05/2013,47.8,38.7,1026.5,10,13.7,22,31.1,54,43,0,999.9,0,580
1185,7,2015,5,24,24/05/2015,56.5,48.2,1026.6,10,15.5,22,25.1,63,51.1,0,999.9,0,432
1186,6,2015,5,23,23/05/2015,54.8,33.2,1023.4,10,15,22.9,28,61,48,0.61,999.9,0,546
1187,3,2014,5,28,28/05/2014,51.1,48.4,1012.8,2.6,15.2,22.9,32.1,53.1,48.2,0,999.9,1,538
1188,5,2013,5,3,03/05/2013,46.9,39.7,1030,9.9,13.7,22.9,29.9,53.1,37.9,0,999.9,0,686
1189,1,2016,5,9,09/05/2016,54,40.6,1013.2,10,13.8,22.9,29.9,61,45,0.01,999.9,0,646
1190,2,2020,5,12,12/05/2020,49.6,39.4,1011.2,10,15,22.9,28.9,57.9,44.1,0.04,999.9,0,191
1191,2,2014,5,13,13/05/2014,51.8,43.8,1022,10,14.1,22.9,28,57,46.9,0,999.9,0,560
1192,2,2017,5,2,02/05/2017,55.4,53.4,1003.9,2.2,14.5,22.9,29.9,60.1,45,0,999.9,1,743
1193,6,2019,5,25,25/05/2019,56.9,47.4,1020.9,10,9.7,24.1,35,72,45,0,999.9,0,520
1194,7,2016,5,15,15/05/2016,55.7,46.4,1004,8.9,16.3,24.1,35.9,70,52,0.09,999.9,0,510
1195,3,2020,5,13,13/05/2020,48.8,26.8,1020.6,10,16,24.1,29.9,55,42.1,0,999.9,0,212
1196,2,2020,5,19,19/05/2020,51.7,41.2,1023.5,10,15.5,24.1,34,61,48,0,999.9,0,229
1197,7,2017,5,14,14/05/2017,50.4,47.9,1000,5.6,16.5,24.1,39,57,45,0.23,999.9,1,633
1198,6,2017,5,20,20/05/2017,56.3,41.6,1021.8,10,16,24.1,31.1,69.1,48,0.02,999.9,0,612
1200,5,2017,5,5,05/05/2017,49.4,44,1019.6,7.6,14.9,25.1,31.1,57.9,45,0,999.9,0,776
1202,1,2020,5,11,11/05/2020,50.6,42.9,1013.3,9.8,13.3,25.1,33,57.9,37.9,0,999.9,1,173
1203,6,2014,5,31,31/05/2014,53.9,46.5,1019.1,10,12.4,25.1,33,60.8,48,0,999.9,0,587
1204,6,2014,5,24,24/05/2014,54.6,46.9,1014.2,10,15,26,29.9,60.1,51.1,0.01,999.9,0,486
1205,3,2016,5,4,04/05/2016,47.3,43.5,1009.6,7.9,12.8,26,29.9,50,45,0.71,999.9,0,653
1206,4,2016,5,5,05/05/2016,45.5,43.9,1003.7,5.9,21.5,26,35,50,45,0.52,999.9,0,626
1208,5,2016,5,6,06/05/2016,48.5,43.5,1006.6,9.4,16.5,27,36.9,53.1,44.1,0.93,999.9,0,728
1209,5,2019,5,24,24/05/2019,59.3,52.2,1007.9,8.3,18.7,28,36.9,72,48,0.01,999.9,1,728
1210,1,2016,5,16,16/05/2016,50.8,31.4,1012.1,10,19.8,28.9,36.9,60.1,46,0,999.9,0,742
1224,7,2020,6,28,28/06/2020,68,65.1,1007.5,6.9,8,15,20,73,62.1,0.41,999.9,1,240
1227,1,2020,6,1,01/06/2020,55.4,38.1,1019.9,10,11.1,19,25.1,66.9,48.9,0,999.9,0,196
1228,1,2020,6,15,15/06/2020,58.3,53.4,1028.5,8.1,15.4,19,25.1,63,55.4,0,999.9,0,222
1229,4,2020,6,11,11/06/2020,63.6,60.1,1019.7,6.6,12.7,19,24.1,70,57.9,0,999.9,1,249
1230,7,2020,6,14,14/06/2020,60.9,51.4,1025.9,10,13.3,20,24.1,70,53.1,0,999.9,0,229
1258,1,2020,6,8,08/06/2020,62.6,51.1,1013.8,10,7.3,11.1,15,73,55.9,0,999.9,1,234
1276,5,2015,6,19,19/06/2015,65.6,58,1013.2,10,7.4,11.1,14,80.1,48.9,0,999.9,0,732
1285,2,2013,6,18,18/06/2013,60.9,58.6,1012.9,3.1,4.9,12,22.9,66,57.2,0.07,999.9,1,613
1302,6,2016,6,25,25/06/2016,62.1,52.1,1021.7,10,8,12,18.1,75,53.1,0,999.9,0,688
1307,4,2016,6,2,02/06/2016,55.7,53.5,1021.8,6.8,9.3,13,15,73,52,0.01,999.9,1,683
1313,7,2015,6,14,14/06/2015,66.9,53.5,1017.2,10,8.9,13,15.9,75.9,59,0,999.9,0,578
1322,4,2015,6,4,04/06/2015,52.2,42.8,1025.5,10,7.9,14,18.1,60.1,43,0.01,999.9,0,552
1326,4,2016,6,16,16/06/2016,65.2,56.3,1009.1,10,6.6,14,21,73.9,55,0,999.9,0,689
1327,7,2014,6,15,15/06/2014,66.1,54.5,1013.9,10,10.9,14,19,73.9,60.1,0.02,999.9,0,475
1330,1,2018,6,11,11/06/2018,56.2,45.3,1018,10,8.8,14,22,68,51.1,0,999.9,0,686
1334,1,2013,6,17,17/06/2013,63.2,59.2,1011.3,7,9.1,14,21,68,57,0.03,999.9,0,614
1336,4,2017,6,22,22/06/2017,65.8,59.4,1014.3,7.8,9.2,14,26,75,55.9,0,999.9,0,845
1343,3,2017,6,14,14/06/2017,67.1,51.6,1013.7,9.3,10.3,14,24.1,79,57,0,999.9,0,754
1344,6,2018,6,23,23/06/2018,59.2,57,1015.5,5.7,9.2,14,20,69.1,55.9,0.16,999.9,1,513
1346,1,2017,6,12,12/06/2017,66,58.9,1014.8,8,11.4,15,19,80.1,57.9,0,999.9,0,804
1348,7,2017,6,18,18/06/2017,63.8,62.5,1014.6,0.7,10.2,15,21,68,59,0.11,999.9,1,593
1349,4,2013,6,13,13/06/2013,60.8,52.4,1008.2,10,8.7,15,21,66,55,0,999.9,0,534
1350,6,2015,6,20,20/06/2015,62,56,1018.8,10,9,15,20,80.1,55.9,0,999.9,0,505
1351,7,2013,6,16,16/06/2013,61.3,57,1013.5,8.9,9.2,15,22,66,57,0.01,999.9,0,477
1354,3,2014,6,11,11/06/2014,61.2,54.4,1019.6,9.3,11.3,15,21,66.2,57,0.16,999.9,0,576
1355,1,2014,6,16,16/06/2014,65.2,50,1018.6,10,7.5,15,20,73.9,57.9,0,999.9,0,622
1363,1,2013,6,24,24/06/2013,66.8,64.5,1016,2.8,12.1,15.9,22,73.9,64,0,999.9,1,680
1366,1,2018,6,18,18/06/2018,62.9,60.4,1017.2,9.1,9.6,15.9,19,82,57.9,0,999.9,1,808
1367,1,2019,6,24,24/06/2019,68.5,57.6,1010,10,9,15.9,26,79,57,0,999.9,0,731
1369,3,2016,6,1,01/06/2016,64,56.4,1018.2,7.6,9.1,15.9,22,73,57,0.05,999.9,1,772
1371,5,2017,6,23,23/06/2017,64.9,63.4,1010.9,6.3,9.7,15.9,22.9,75,55.9,0,999.9,1,793
1372,3,2019,6,5,05/06/2019,59.8,55,1014.3,9.6,12.3,15.9,21,66,51.1,0,999.9,0,655
1373,3,2016,6,22,22/06/2016,65.6,60.2,1009.3,7.2,7.9,15.9,21,71.1,55.9,0.09,999.9,0,751
1374,7,2014,6,1,01/06/2014,58.4,43.5,1024.8,10,11,15.9,22,66.9,51.1,0,999.9,0,604
1375,3,2013,6,26,26/06/2013,69.5,64.6,1008.6,6.1,9.9,15.9,26,81,64,0,999.9,1,621
1376,3,2018,6,13,13/06/2018,59.4,57,1016,7.9,11.5,15.9,21,66,46.9,0,999.9,1,706
1377,5,2016,6,10,10/06/2016,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,999.9,0,818
1378,2,2017,6,13,13/06/2017,67.3,59.8,1011.4,7.6,10.6,17.1,24.1,80.1,59,0,999.9,0,829
1380,3,2017,6,21,21/06/2017,62.6,61.8,1013.6,5.4,11.4,17.1,21,66.9,60.1,0,999.9,1,744
1381,2,2015,6,9,09/06/2015,64,59.9,1010.5,7.9,14.2,17.1,25.1,70,53.1,0,999.9,0,652
1382,2,2018,6,19,19/06/2018,67.7,61.8,1007.3,6.3,11.6,17.1,22.9,78.1,60.1,0.03,999.9,1,812
1383,2,2016,6,21,21/06/2016,63.6,59.9,1010.5,7.4,12.2,17.1,27,69.1,57,0.13,999.9,0,681
1384,5,2017,6,30,30/06/2017,66.9,63.7,1018,8.8,13.3,17.1,22.9,72,63,0,999.9,0,747
1386,6,2016,6,11,11/06/2016,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,999.9,0,584
1387,5,2019,6,21,21/06/2019,63.2,61.5,997.5,3.8,10,17.1,22,66.9,57,0.01,999.9,1,771
1388,7,2019,6,23,23/06/2019,65.7,55.7,1011.3,10,11.4,17.1,27,77,57,0.29,999.9,0,559
1389,1,2019,6,3,03/06/2019,60.4,51,1009.4,9.1,11,18.1,22.9,66,54,0,999.9,0,659
1390,4,2015,6,11,11/06/2015,64.6,59.7,1012.3,9.1,11.8,18.1,22,73,57.9,0,999.9,0,666
1391,6,2018,6,2,02/06/2018,63.1,60.8,1007,4.4,7.9,18.1,24.1,75.9,55.9,0,999.9,1,622
1392,2,2019,6,4,04/06/2019,58.5,45.3,1016.7,10,12.6,18.1,24.1,66,51.1,0,999.9,0,615
1393,7,2020,6,7,07/06/2020,62.2,56.2,1007.9,8.8,12.3,18.1,22.9,66,57.9,0.01,999.9,1,206
1394,2,2020,6,16,16/06/2020,59.9,51.5,1028,10,11.2,18.1,22,69.1,51.1,0,999.9,0,259
